1	13335
2	13336
3	12839
4	11492
5	18691
6	0
7	17987
8	17029
9	15554
10	14667
11	19517
12	0
13	13453
14	11872
15	18523
16	18939
17	17957
18	18937
19	17354
20	16739
21	12687
22	8354
23	4325
24	19355
25	19887
27	17798
29	19810
30	5032
31	13260
32	12846
33	11492
34	18706
35	0
36	18001
37	17078
38	15557
39	14667
40	19517
41	0
42	13476
43	11873
44	18523
45	18939
46	17957
47	18936
48	17363
49	16734
50	12685
51	8354
52	4325
53	19355
54	19941
56	17753
57	20574
58	19858
59	18371
60	13335
61	12837
62	11492
63	18706
64	0
65	17917
66	17078
67	15539
68	5989
69	19775
70	0
71	13476
72	11872
73	17246
74	19047
75	18006
76	18939
77	17363
78	16741
79	12687
80	8354
81	4325
82	19355
83	19941
85	17798
86	20574
87	19861
88	13335
89	13336
90	12839
91	11492
92	18706
93	0
94	18001
95	17078
96	15557
97	14667
98	19517
99	0
100	13476
101	11870
102	18523
103	18941
104	18006
105	18939
106	17363
107	16739
108	12614
109	8354
110	4325
111	19355
112	19940
114	17798
115	20581
116	19858
117	11693
118	13334
119	12839
120	11492
121	18706
122	0
123	18001
124	17078
125	15540
126	5989
127	19775
128	0
129	13453
130	11880
131	18523
132	18941
133	18006
134	18939
135	17363
136	16739
137	12687
138	8354
139	4325
140	19355
141	19886
143	17753
144	20574
145	19854
146	13336
147	13336
148	12837
149	11294
150	18706
151	0
152	18001
153	17078
154	15541
155	5989
156	19775
157	0
158	13476
159	11872
160	17246
161	19049
162	18006
163	18937
164	17383
165	16739
166	12685
167	8354
168	4325
169	19355
170	19940
172	17753
173	20574
174	19858
175	18367
176	13332
177	12839
178	11492
179	18706
180	0
181	17989
182	17078
183	15554
184	5989
185	19775
186	0
187	13453
188	11880
189	17246
190	19047
191	17985
192	18930
193	17363
194	16747
195	12685
196	8354
197	4325
198	19355
199	19892
201	17798
203	19861
204	18371
205	13335
206	12839
207	11492
208	18706
209	0
210	17989
211	17078
212	15547
213	14667
214	19517
215	0
216	13476
217	11872
218	17246
219	19047
220	17967
221	18863
222	17354
223	16739
224	12685
225	8354
226	4325
227	19355
228	19940
230	17798
231	20574
232	19858
233	18358
234	13324
235	12839
236	11492
237	18706
238	0
239	17989
240	17078
241	15540
242	5989
243	19775
244	0
245	13476
246	11881
247	18523
248	18941
249	17967
250	18942
251	17383
252	16747
253	12685
254	8354
255	4325
256	19355
257	19887
259	17798
260	20574
261	19858
262	11685
263	13326
264	12839
265	11492
266	18706
267	0
268	17990
269	17078
270	15557
271	5989
272	19775
273	0
274	13476
275	11872
276	17146
277	18948
278	17967
279	18942
280	17363
281	16739
282	12685
283	8354
284	4325
285	19355
286	19940
288	17798
289	20574
290	19861
291	13336
292	13336
293	12837
294	11492
295	18706
296	0
297	17989
298	17078
299	15557
300	5989
301	19775
302	0
303	13461
304	11881
305	17246
306	19047
307	17967
308	18863
309	17363
310	16739
311	12685
312	8354
313	4325
314	19355
315	19880
317	17798
319	19855
320	13334
321	13334
322	12839
323	11492
324	18706
325	0
326	18003
327	17078
328	15541
329	5989
330	19775
331	0
332	13476
333	11881
334	17246
335	19047
336	17967
337	18941
338	17383
339	16739
340	12685
341	8354
342	4325
343	19355
344	19940
346	17753
348	19860
349	18359
350	13324
351	12839
352	11492
353	18706
354	0
355	17991
356	17081
357	15539
358	14667
359	19517
360	0
361	13463
362	11881
363	17246
364	19049
365	17967
366	18935
367	17354
368	16739
369	12685
370	8354
371	4325
372	19355
373	19940
375	17753
377	19860
378	11685
379	13326
380	12839
381	11492
382	18706
383	0
384	17999
385	17081
386	15554
387	5989
388	19775
389	0
390	13451
391	11881
392	17246
393	19049
394	17967
395	18941
396	17363
397	16739
398	12685
399	8354
400	4325
401	19355
402	19880
404	17798
405	20574
406	19860
407	5032
408	13260
409	12839
410	11492
411	18706
412	0
413	17989
414	17081
415	15554
416	5989
417	19775
418	0
419	13476
420	11880
421	17146
422	18949
423	17967
424	18941
425	17363
426	16747
427	12685
428	8354
429	4325
430	19355
431	19880
433	17798
434	20574
435	19860
436	18359
437	13324
438	12839
439	11492
440	18706
441	0
442	17999
443	17081
444	15549
445	5989
446	19775
447	0
448	13453
449	11880
450	17246
451	19047
452	17986
453	18941
454	17363
455	16739
456	12685
457	8354
458	4325
459	19355
460	19940
462	17753
463	20574
464	19860
465	11685
466	13327
467	12837
468	11492
469	18706
470	0
471	17987
472	17081
473	15539
474	14667
475	19517
476	0
477	13461
478	11880
479	17140
480	18941
481	17967
482	18863
483	17363
484	16739
485	12685
486	8354
487	4325
488	19355
489	19940
491	17798
492	20574
493	19855
494	5032
495	13333
496	12839
497	11492
498	18706
499	0
500	17999
501	17081
502	15541
503	5989
