1	2375
2	2310
3	2270
4	2277
5	3640
6	0
7	3120
8	3238
9	2813
10	2847
11	3593
12	0
13	2484
14	2362
15	3129
16	3458
17	3361
18	3431
19	3326
20	3163
21	2381
22	2903
23	1183
24	3415
25	3709
26	3802
27	3675
28	3771
29	3646
30	2924
31	2310
32	2339
33	2277
34	3728
35	0
36	3120
37	3238
38	2813
39	2847
40	3593
41	0
42	2484
43	2348
44	3129
45	3458
46	3361
47	3454
48	3326
49	3163
50	2381
51	2903
52	1183
53	3415
54	3708
55	3822
56	3675
57	3747
58	3646
59	3583
60	2355
61	2340
62	2277
63	3728
64	0
65	3063
66	3243
67	2814
68	2847
69	3593
70	0
71	2471
72	2348
73	3129
74	3458
75	3361
76	3459
77	3326
78	3163
79	2381
80	2903
81	1183
82	3415
83	3708
84	3822
85	3711
86	3765
87	3673
88	3492
89	2373
90	2325
91	2277
92	3728
93	0
94	3103
95	3238
96	2824
97	2847
98	3593
99	0
100	2494
101	2356
102	3129
103	3458
104	3361
105	3459
106	3326
107	3188
108	2408
109	2903
110	1183
111	3415
112	3709
113	3795
114	3711
115	3757
116	3674
117	2355
118	2355
119	2340
120	2277
121	3728
122	0
123	3121
124	3243
125	2824
126	2847
127	3593
128	0
129	2494
130	2356
131	3129
132	3458
133	3372
134	3459
135	3326
136	3188
137	2408
138	2903
139	1183
140	3415
141	3709
142	3794
143	3711
144	3776
145	3673
146	3492
147	2373
148	2339
149	2277
150	3640
151	0
152	3121
153	3232
154	2824
155	2847
156	3593
157	0
158	2494
159	2356
160	3129
161	3458
162	3367
163	3454
164	3326
165	3188
166	2408
167	2903
168	1183
169	3415
170	3708
171	3822
172	3711
173	3761
174	3674
175	3474
176	2355
177	2325
178	2277
179	3640
180	0
181	3121
182	3245
183	2824
184	2847
185	3593
186	0
187	2494
188	2356
189	3129
190	3458
191	3372
192	3444
193	3326
194	3188
195	2408
196	2903
197	1183
198	3415
199	3709
200	3802
201	3675
202	3761
203	3646
204	3608
205	2373
206	2340
207	2277
208	3728
209	0
210	3121
211	3237
212	2824
213	2847
214	3593
215	0
216	2494
217	2356
218	3129
219	3458
220	3367
221	3461
222	3326
223	3188
224	2408
225	2903
226	1183
227	3415
228	3708
229	3802
230	3675
231	3761
232	3671
233	3583
234	2355
235	2340
236	2277
237	605
238	3121
239	3243
240	2824
241	2847
242	3593
243	0
244	2494
245	2356
246	3410
247	3409
248	3367
249	3461
250	3326
251	3188
252	2408
253	2903
254	1183
255	3415
256	3709
257	3802
258	3675
259	3761
260	3646
261	3492
262	2373
263	2339
264	2277
265	3640
266	0
267	3121
268	3243
269	2824
270	2847
271	3593
272	0
273	2494
274	2356
275	3410
276	3409
277	3357
278	3461
279	3080
280	3188
281	2408
282	2903
283	1183
284	3415
285	3709
286	3802
287	3675
288	3761
289	3671
290	2379
291	2373
292	2339
293	2277
294	3728
295	0
296	3121
297	3232
298	2824
299	2847
300	3593
301	0
302	2494
303	2356
304	3410
305	3409
306	3361
307	3409
308	3326
309	3188
310	2408
311	2903
312	1183
313	3415
314	3709
315	3802
316	3675
317	3761
318	3656
319	3474
320	2355
321	2339
322	2277
323	3728
324	0
325	3121
326	3238
327	2824
328	1160
329	3593
330	0
331	2494
332	2356
333	3410
334	3409
335	3372
336	3409
337	3326
338	3188
339	2408
340	2903
341	1183
342	3415
343	3709
344	3802
345	3675
346	3761
347	3646
348	3474
349	2355
350	2339
351	2277
352	3640
353	0
354	3121
355	3227
356	2824
357	2847
358	3593
359	0
360	2494
361	2356
362	3410
363	3409
364	3374
365	3409
366	3080
367	3188
368	2408
369	2903
370	1183
371	3415
372	3709
373	3802
374	3675
375	3761
376	3674
377	3474
378	2355
379	2339
380	2277
381	3728
382	0
383	3121
384	3238
385	2824
386	2847
387	3593
388	0
389	2494
390	2356
391	3410
392	3409
393	3357
394	3409
395	3080
396	3188
397	2408
398	2903
399	1183
400	3415
401	3708
402	3802
403	3675
404	3761
405	3668
406	1765
407	2373
408	2340
409	2277
410	3728
411	0
412	3121
413	3243
414	2824
415	2847
416	3593
417	0
418	2494
419	2356
420	3410
421	3409
422	3374
423	3409
424	3080
425	3188
426	2408
427	2903
428	1183
429	3415
430	3709
431	3802
432	3675
433	3761
434	3656
435	2373
436	2373
437	2340
438	2277
439	3640
440	0
441	3121
442	3227
443	2824
444	1160
445	3593
446	0
447	2494
448	2356
449	3410
450	3409
451	3372
452	3461
453	3326
454	3188
455	2408
456	2903
457	1183
458	3415
459	3709
460	3802
461	3675
462	3761
463	3674
464	3608
465	2373
466	2340
467	2277
468	3640
469	0
470	3121
471	3238
472	2824
473	2847
474	3593
475	0
476	2494
477	2356
478	3410
479	3409
480	3361
481	3461
482	3326
483	3188
484	2408
485	2903
486	1183
487	3415
488	3708
489	3802
490	3675
491	3761
492	3646
493	2355
494	2355
495	2339
496	2277
497	3728
498	0
499	3121
500	3238
501	2824
502	2847
503	3593
504	0
505	2494
506	2356
507	3410
508	3409
509	3372
510	3444
511	3080
512	3188
513	2404
514	2903
515	1183
516	3415
517	3709
518	3802
519	3675
520	3761
521	3668
522	3583
523	2355
524	2340
525	2277
526	3728
527	0
528	3121
529	3227
530	2824
531	2847
532	3593
533	0
534	2494
535	2356
536	3410
537	3409
538	3357
539	3407
540	3326
541	3189
542	2404
543	2903
544	1183
545	3415
546	3709
547	3802
548	3675
549	3761
550	3674
551	3538
552	2310
553	2326
554	2277
555	3640
556	0
557	3119
558	3238
559	2822
560	1160
561	3593
562	0
563	2494
564	2356
565	3410
566	3409
567	3372
568	3461
569	3326
570	3189
571	2408
572	2903
573	1183
574	3415
575	3708
576	3802
577	3675
578	3761
579	3656
580	2373
581	2373
582	2340
583	2277
584	3728
585	0
586	3119
587	3183
588	2822
589	1160
590	3593
591	0
592	2494
593	2356
594	3410
595	3409
596	3367
597	3461
598	3080
599	3188
600	2408
601	2903
602	1183
603	3415
604	3709
605	3802
606	3675
607	3761
608	3671
609	2969
610	2355
611	2339
612	2277
613	3640
614	0
615	3119
616	3245
617	2824
618	2847
619	3593
620	0
621	2494
622	2356
623	3408
624	3407
625	3374
626	3409
627	3080
628	3188
629	2408
630	2903
631	1183
632	3415
633	3709
634	3802
635	3675
636	3761
637	3645
638	3538
639	2310
640	2326
641	2277
642	3640
643	0
644	3119
645	3243
646	2822
647	2847
648	3593
649	0
650	2494
651	2356
652	3410
653	3409
654	3367
655	3461
656	3326
657	3188
658	2408
659	2903
660	1183
661	3415
662	3709
663	3802
664	3675
665	3761
666	3656
667	2355
668	2355
669	2340
670	2277
671	3728
672	0
673	3119
674	3238
675	2824
676	2847
677	3593
678	0
679	2494
680	2356
681	3410
682	3409
683	3357
684	3407
685	3080
686	3189
687	2404
688	2903
689	1183
690	3415
691	3708
692	3802
693	3675
694	3761
695	3671
696	3583
697	2355
698	2326
699	2277
700	3640
701	0
702	3121
703	3238
704	2822
705	2847
706	3593
707	0
708	2494
709	2356
710	3129
711	3458
712	3372
713	3461
714	3326
715	3189
716	2404
717	2903
718	1183
719	3415
720	3709
721	3802
722	3675
723	3761
724	3656
725	3583
726	2355
727	2340
728	2277
729	3640
730	0
731	3119
732	3183
733	2822
734	2847
735	3593
736	0
737	2494
738	2356
739	3410
740	3409
741	3372
742	3461
743	3080
744	3188
745	2404
746	2903
747	1183
748	3415
749	3708
750	3802
751	3675
752	3761
753	3671
754	2375
755	2310
756	2325
757	2277
758	3728
759	0
760	3119
761	3243
762	2822
763	2847
764	3593
765	0
766	2494
767	2356
768	3410
769	3409
770	3357
771	3459
772	3326
773	3188
774	2404
775	2903
776	1183
777	3415
778	3709
779	3802
780	3675
781	3761
782	3668
783	2355
784	2355
785	2340
786	2277
787	3728
788	0
789	3119
790	3245
791	2822
792	2847
793	3593
794	0
795	2494
796	2356
797	3408
798	3407
799	3367
800	3409
801	3080
802	3188
803	2381
804	2903
805	1183
806	3415
807	3709
808	3802
809	3675
810	3761
811	3656
812	3113
813	2373
814	2339
815	2277
816	3640
817	0
818	3119
819	3245
820	2822
821	2847
822	3593
823	0
824	2494
825	2356
826	3410
827	3409
828	3357
829	3409
830	3167
831	3163
832	2381
833	2903
834	1183
835	3415
836	3709
837	3802
838	3675
839	3761
840	3671
841	2373
842	2373
843	2340
844	2277
845	3640
846	0
847	3119
848	3243
849	2822
850	2847
851	3593
852	0
853	2494
854	2356
855	3129
856	3458
857	3372
858	3461
859	3080
860	3163
861	2381
862	2903
863	1183
864	3415
865	3709
866	3802
867	3675
868	3761
869	3668
870	3608
871	2372
872	2340
873	2277
874	3640
875	0
876	3119
877	3245
878	2822
879	2847
880	3593
881	0
882	2494
883	2356
884	3410
885	3409
886	3374
887	3407
888	3167
889	3163
890	2381
891	2903
892	1183
893	3415
894	3709
895	3802
896	3675
897	3761
898	3656
899	2969
900	2355
901	2325
902	2277
903	3728
904	0
905	3119
906	3243
907	2824
908	2847
909	3593
910	0
911	2494
912	2356
913	3129
914	3458
915	3374
916	3407
917	3167
918	3189
919	2381
920	2903
921	1183
922	3415
923	3709
924	3802
925	3675
926	3761
927	3656
928	2355
929	2355
930	2339
931	2277
932	3728
933	0
934	3119
935	3238
936	2824
937	2847
938	3593
939	0
940	2494
941	2356
942	3129
943	3458
944	3372
945	3407
946	3167
947	3163
948	2381
949	2903
950	1183
951	3415
952	3693
953	3802
954	3675
955	3761
956	3674
957	1765
958	2373
959	2340
960	2277
961	3640
962	0
963	3121
964	3236
965	2822
966	1160
967	3593
968	0
969	2494
970	2356
971	3410
972	3409
973	3374
974	3407
975	3080
976	3163
977	2381
978	2903
979	1183
980	3415
981	3709
982	3802
983	3675
984	3761
985	3656
986	3594
987	2363
988	2340
989	2277
990	3640
991	0
992	3121
993	3243
994	2822
995	2847
996	3593
997	0
998	2494
999	2356
1000	3410
1001	3409
1002	3374
1003	3363
1004	3080
1005	3163
1006	2381
1007	2903
1008	1183
1009	3415
1010	3708
1011	3802
1012	3675
1013	3761
1014	3567
1015	2364
1016	2364
1017	2326
1018	2277
1019	3728
1020	0
1021	3121
1022	3243
1023	2822
1024	2847
1025	3593
1026	0
1027	2494
1028	2356
1029	1541
1030	3462
1031	3357
1032	3363
1033	3080
1034	3163
1035	2381
1036	2903
1037	1183
1038	3415
1039	3709
1040	3802
1041	3675
1042	3761
1043	3567
1044	3474
1045	2355
1046	2339
1047	2277
1048	3728
1049	0
1050	3119
1051	3227
1052	2822
1053	2847
1054	3593
1055	0
1056	2494
1057	2356
1058	1541
1059	3462
1060	3357
1061	3362
1062	3326
1063	3188
1064	2381
1065	2903
1066	1183
1067	3415
1068	3708
1069	3802
1070	3675
1071	3761
1072	3567
1073	3603
1074	2372
1075	2340
1076	2277
1077	3728
1078	0
1079	3119
1080	3238
1081	2822
1082	2847
1083	3593
1084	0
1085	2494
1086	2356
1087	3463
1088	3462
1089	3357
1090	3363
1091	3080
1092	3158
1093	2381
1094	2903
1095	1183
1096	3415
1097	3709
1098	3802
1099	3675
1100	3761
1101	3567
1102	1765
1103	2373
1104	2340
1105	2277
1106	3728
1107	0
1108	3119
1109	3232
1110	2822
1111	2847
1112	3593
1113	0
1114	2494
1115	2356
1116	1541
1117	3462
1118	3374
1119	3362
1120	3167
1121	3188
1122	2381
1123	2903
1124	1183
1125	3415
1126	3709
1127	3802
1128	3675
1129	3761
1130	3567
1131	2365
1132	2364
1133	2325
1134	2277
1135	3728
1136	0
1137	3119
1138	3232
1139	2822
1140	2847
1141	3593
1142	0
1143	2494
1144	2356
1145	1541
1146	3435
1147	3357
1148	3334
1149	3167
1150	3158
1151	2381
1152	2903
1153	1183
1154	3415
1155	3709
1156	3802
1157	3675
1158	3761
1159	3567
1160	3538
1161	2310
1162	2340
1163	2277
1164	3728
1165	0
1166	3119
1167	3232
1168	2822
1169	2847
1170	3593
1171	0
1172	2494
1173	2356
1174	3463
1175	3462
1176	3372
1177	3334
1178	3167
1179	3158
1180	2381
1181	2903
1182	1183
1183	3415
1184	3709
1185	3802
1186	3675
1187	3761
1188	3567
1189	3474
1190	2355
1191	2325
1192	2277
1193	3728
1194	0
1195	3119
1196	3238
1197	2822
1198	2847
1199	3593
1200	0
1201	2494
1202	2356
1203	1541
1204	3462
1205	3357
1206	3334
1207	3167
1208	3158
1209	2381
1210	2903
1211	1183
1212	3415
1213	3709
1214	3802
1215	3675
1216	3761
1217	3567
1218	3594
1219	2363
1220	2340
1221	2277
1222	3640
1223	0
1224	3119
1225	3232
1226	2822
1227	2847
1228	3593
1229	0
1230	2494
1231	2356
1232	3463
1233	3462
1234	3374
1235	3363
1236	3326
1237	3163
1238	2381
1239	2903
1240	1183
1241	3415
1242	3709
1243	3802
1244	3675
1245	3761
1246	3567
1247	2364
1248	2364
1249	2340
1250	2277
1251	3728
1252	0
1253	3119
1254	3243
1255	2827
1256	2847
1257	3593
1258	0
1259	2494
1260	2356
1261	1541
1262	3462
1263	3357
1264	3363
1265	3167
1266	3158
1267	2381
1268	2903
1269	1183
1270	3415
1271	3709
1272	3802
1273	3675
1274	3757
1275	3567
1276	3608
1277	2373
1278	2326
1279	2277
1280	3728
1281	0
1282	3119
1283	3243
1284	2822
1285	2847
1286	3593
1287	0
1288	2494
1289	2356
1290	3463
1291	3462
1292	3375
1293	3362
1294	3167
1295	3158
1296	2381
1297	2903
1298	1183
1299	3415
1300	3709
1301	3802
1302	3675
1303	3761
1304	3567
1305	2365
1306	2364
1307	2339
1308	2277
1309	3728
1310	0
1311	3124
1312	3232
1313	2827
1314	2847
1315	3593
1316	0
1317	2494
1318	2356
1319	1541
1320	3462
1321	3375
1322	3362
1323	3167
1324	3158
1325	2381
1326	2903
1327	1183
1328	3415
1329	3709
1330	3802
1331	3675
1332	3761
1333	3567
1334	2924
1335	2310
1336	2339
1337	2277
1338	3728
1339	0
1340	3119
1341	3232
1342	2822
1343	2847
1344	3593
1345	0
1346	2494
1347	2356
1348	1541
1349	3462
1350	3372
1351	3334
1352	3167
1353	3185
1354	2381
1355	2903
1356	1183
1357	3415
1358	3709
1359	3802
1360	3675
1361	3761
1362	3567
1363	2365
1364	2364
1365	2326
1366	2277
1367	3728
1368	0
1369	3119
1370	3243
1371	2827
1372	2847
1373	3593
1374	0
1375	2494
1376	2356
1377	1541
1378	3462
1379	3357
1380	3362
1381	3326
1382	3189
1383	2381
1384	2903
1385	1183
1386	3415
1387	3709
1388	3802
1389	3675
1390	3761
1391	3567
1392	3592
1393	2363
1394	2339
